句子,喜歡,憤怒,難過,驚訝,害怕,無表情
聲勢可不小,0,0,0,0,0,1
飛寶滿足的笑了,1,0,0,0,0,0
後來,0,0,0,0,0,1
天邊出現萬道光芒,0,0,0,0,0,1
海面映起紅色霞光,0,0,0,0,0,1
一輪火紅的太陽正慢慢沉落下去,0,0,0,0,0,1
飛寶這時才驚覺離家太久了,0,0,0,1,0,0
他想媽媽一定很著急,0,0,0,0,0,1
於是,0,0,0,0,0,1
他顧不得又渴又餓,0,0,0,0,0,1
立刻飛向回家的路,0,0,0,0,0,1
星星不知什麼時候悄悄的探出頭來,0,0,0,0,0,1
遠遠的,0,0,0,0,0,1
他聽見媽媽著急的呼喚：「飛寶,0,0,0,0,0,1
飛寶,0,0,0,0,0,1
」一聲又一聲的迴盪在天空中,0,0,0,0,0,1
那充滿關懷的聲音,0,0,0,0,0,1
像電流一樣穿進他的心裡,0,0,0,0,0,1
這時,0,0,0,0,0,1
他才知道,0,0,0,0,0,1
原來世界上最美好的聲音就在這裡,0,0,0,0,0,1
美言一句三冬暖說話是人與人表達情意的工具,0,0,0,0,0,1
俗話說：「美言一句三冬暖,0,0,0,0,0,1
惡語傷人六月寒,0,0,0,0,0,1
」在日常生活中,0,0,0,0,0,1
如果說話不加留意,0,0,0,0,0,1
有了疏失,0,0,0,0,0,1
就會使人產生誤會,0,0,0,0,0,1
相反的,0,0,0,0,0,1
如果態度誠懇,0,0,0,0,0,1
言語小心,0,0,0,0,0,1
就可以得到更多的友誼,0,0,0,0,0,1
說話可以表現一個人的修養和風度,0,0,0,0,0,1
有修養的人總是為別人設想,0,0,0,0,0,1
不會說話的人,0,0,0,0,0,1
總是看到別人的缺點,0,0,0,0,0,1
例如,0,0,0,0,0,1
一位教練在訓練學生打球時,0,0,0,0,0,1
如果多予鼓勵,0,0,0,0,0,1
少些責備,0,0,0,0,0,1
就可以激起學生學習的意願,0,0,0,0,0,1
又如,0,0,0,0,0,1
有甲乙兩個獵人,0,0,0,0,0,1
他們打獵回家,0,0,0,0,0,1
各獵得兩隻野兔,0,0,0,0,0,1
甲的妻子看見了,0,0,0,0,0,1
冷冷的說：「一天下來才打到兩隻,0,0,0,0,0,1
」甲獵人聽了,0,0,0,0,0,1
不高興的說：「你去試試看,0,1,0,0,0,0
」乙獵人的情形就恰好相反,0,0,0,0,0,1
他的妻子看見他帶回兩隻野兔,0,0,0,0,0,1
歡天喜地的說：「哇,1,0,0,0,0,0
你打到兩隻啦,0,0,0,0,0,1
真不簡單,0,0,0,0,0,1
」乙獵人聽了心裡很高興,1,0,0,0,0,0
大聲的回答：「兩隻算得了什麼,0,0,0,0,0,1
下回我打四隻回來,0,0,0,0,0,1
」會說話的人,0,0,0,0,0,1
總是適時的鼓勵對方,0,0,0,0,0,1
不會說話的人,0,0,0,0,0,1
常是傷害了對方,0,0,0,0,0,1
自己卻完全不知道,0,0,0,0,0,1
一個人的言語,0,0,0,0,0,1
可以像優美的歌曲,0,0,0,0,0,1
也可以像傷人的利劍,0,0,0,0,0,1
只要說話時能將心比心,0,0,0,0,0,1
多顧及對方的感受,0,0,0,0,0,1
你的言談必定像春風送暖,0,0,0,0,0,1
使人與人的關係更加和諧,0,0,0,0,0,1
泰北是個好地方大部分的人都喜歡旅遊,1,0,0,0,0,0
因為旅遊不但可以增廣見聞,0,0,0,0,0,1
而且是放鬆心情的好方法,1,0,0,0,0,0
我覺得泰北是一個很美的旅遊景點,0,0,0,0,0,1
值得向全世界介紹的好地方,0,0,0,0,0,1
簡單來說,0,0,0,0,0,1
泰北有三好,0,0,0,0,0,1
一是景色好,0,0,0,0,0,1
這裡氣候舒適,0,0,0,0,0,1
一年有三季,0,0,0,0,0,1
夏季、雨季和寒季,0,0,0,0,0,1
可以看到不同的景象,0,0,0,0,0,1
泰北多山,0,0,0,0,0,1
層層疊疊的高山上,0,0,0,0,0,1
種滿了茶樹和果樹,0,0,0,0,0,1
深綠的茶葉和黃黃的橘子,0,0,0,0,0,1
妝點著青山,0,0,0,0,0,1
展現自然的美景,0,0,0,0,0,1
一是食物好,0,0,0,0,0,1
泰北族群多樣,0,0,0,0,0,1
每一族人都有自己特有的食物,0,0,0,0,0,1
雲南人的大薄片,0,0,0,0,0,1
把肉切得像紙一樣薄,0,0,0,0,0,1
吃在口裡香香脆脆的,0,0,0,0,0,1
泰餐的檸檬香氣也很迷人,0,0,0,0,0,1
這裡的食物,0,0,0,0,0,1
或是酸的,0,0,0,0,0,1
或是辣的,0,0,0,0,0,1
或烤或炸,0,0,0,0,0,1
或蒸或煮,0,0,0,0,0,1
總有數不盡的可口美食,0,0,0,0,0,1
一是文化好,0,0,0,0,0,1
由於泰北族群較複雜,0,0,0,0,0,1
有漢人、泰人,0,0,0,0,0,1
還有：傣族、阿卡族、傜族、苗族、甲良族等,0,0,0,0,0,1
每一個族群,0,0,0,0,0,1
都留下不同文化,0,0,0,0,0,1
此外,0,0,0,0,0,1
我們在這裡,0,0,0,0,0,1
可以看到不同民族的服飾、舞蹈和手工藝品等,0,0,0,0,0,1
泰北是個好地方,0,0,0,0,0,1
我們要把這裡特有美景、美食和美麗的手工藝品,0,0,0,0,0,1
介紹給全世界,0,0,0,0,0,1
希望有更多人到這裡觀光,0,0,0,0,0,1
來享受這裡的景色、食物和多樣的文化資產,0,0,0,0,0,1
一束鮮花有一個懶惰的人,0,0,0,0,0,1
生活習慣不好,0,0,0,0,0,1
每天懶得梳頭,0,0,0,0,0,1
也不洗臉,0,0,0,0,0,1
一身又髒又臭的,0,0,0,0,0,1
許多朋友都討厭他,0,1,0,0,0,0
有一天,0,0,0,0,0,1
一個朋友送給他一束鮮花,0,0,0,0,0,1
花的顏色潔白,0,0,0,0,0,1
他接了過來,0,0,0,0,0,1
靜靜的欣賞這束潔白的鮮花,0,0,0,0,0,1
覺得美極了,0,0,0,0,0,1
他不知道該擺在哪裡好,0,0,0,0,0,1
於是想起了那個塵封已久的花瓶,0,0,0,0,0,1
室內整理好了,0,0,0,0,0,1
他看了很舒服,0,0,0,0,0,1
就靠在窗口吹吹風,0,0,0,0,0,1
卻又看到庭院中雜草滿地,0,0,0,0,0,1
他覺得這樣也不恰當,0,0,0,0,0,1
就到庭院清理四周的環境,0,0,0,0,0,1
室內室外的環境都收拾乾淨了,0,0,0,0,0,1
眼前煥然一新,0,0,0,0,0,1
他心中覺得無限舒暢,0,0,0,0,0,1
無意間,0,0,0,0,0,1
在鏡中發現自己衣服不潔,0,0,0,0,0,1
於是洗臉、梳頭,0,0,0,0,0,1
再換上乾淨的衣服,0,0,0,0,0,1
一束潔白的鮮花,0,0,0,0,0,1
使他整個人和環境都更新了,0,0,0,0,0,1
這真是他當初所想不到的,0,0,0,0,0,1
耶誕禮物約翰和瑪莉是一對年輕的夫妻,0,0,0,0,0,1
兩人非常恩愛,0,0,0,0,0,1
但是約翰沒有固定的工作,0,0,0,0,0,1
錢賺得很少,0,0,0,0,0,1
所以家境貧苦,0,0,0,0,0,1
才讓瑪莉過著辛苦的日子,0,0,0,0,0,1
耶誕節快到了,0,0,0,0,0,1
約翰想：妻子每天從早忙到晚,0,0,0,0,0,1
身上連一件像樣的衣物都沒有,0,0,0,0,0,1
約翰非常心疼,0,0,0,0,0,1
他希望今年瑪莉能有一個快樂的耶誕節,1,0,0,0,0,0
於是決定送瑪莉一份特別的禮物,0,0,0,0,0,1
聖誕節的前夕,0,0,0,0,0,1
約翰在一家店裡,0,0,0,0,0,1
看到一個鑲有珠寶的髮夾,0,0,0,0,0,1
非常漂亮,0,0,0,0,0,1
正好和瑪莉的長頭髮相配,0,0,0,0,0,1
於是約翰賣掉手上的舊手錶,0,0,0,0,0,1
買了這個髮夾,0,0,0,0,0,1
他很小心的把髮夾放進大衣的口袋裡,0,0,0,0,0,1
然後急急忙忙的趕回家,0,0,0,0,0,1
約翰進了家門,0,0,0,0,0,1
看不到瑪莉,0,0,0,0,0,1
心裡有些擔心,0,0,0,0,0,1
幸好瑪莉很快就回來了,0,0,0,0,0,1
瑪莉頭上包著一條頭巾,0,0,0,0,0,1
一張臉凍得紅紅的,0,0,0,0,0,1
不停的向約翰說：「對不起,0,0,0,0,0,1
對不起,0,0,0,0,0,1
」約翰並不在意,0,0,0,0,0,1
反而勸她不用這麼匆忙,0,0,0,0,0,1
接著問她出去做什麼,0,0,0,0,0,1
瑪莉笑笑的說：「我剛才外出,1,0,0,0,0,0
是為了買一份耶誕禮物送給你,0,0,0,0,0,1
」約翰一聽,0,0,0,0,0,1
連忙掏出髮夾,0,0,0,0,0,1
對瑪莉說：「我先祝你耶誕快樂,1,0,0,0,0,0
快,0,0,0,0,0,1
快解下你的頭巾,0,0,0,0,0,1
我幫你夾上髮夾,0,0,0,0,0,1
」瑪莉解下頭巾,0,0,0,0,0,1
露出一頭短髮,0,0,0,0,0,1
含淚的說：「你的禮物令我感激,1,0,0,0,0,0
不過我已經把頭髮賣了,0,0,0,0,0,1
」說完,0,0,0,0,0,1
也從口袋裡掏出一條銀色的錶鍊,0,0,0,0,0,1
瑪莉對約翰說：「我也祝你耶誕快樂,1,0,0,0,0,0
快把你的手錶給我,0,0,0,0,0,1
我來幫你換上新的鍊子,0,0,0,0,0,1
」當約翰伸出手來,0,0,0,0,0,1
戴在手上的舊手錶已經不見了,0,0,0,0,0,1
他們望著彼此手上拿的耶誕禮物,0,0,0,0,0,1
兩人感動的流下淚來,1,0,0,0,0,0
並且緊緊的擁抱在一起,0,0,0,0,0,1
發現新大陸的哥倫布哥倫布從小就喜愛大海,0,0,0,0,0,1
常跑到碼頭上,0,0,0,0,0,1
看船隻入港、出海,0,0,0,0,0,1
聽老水手講有趣的故事,1,0,0,0,0,0
他希望有一天,0,0,0,0,0,1
能披著耀眼的紅披風,0,0,0,0,0,1
佩一把上頭有寶石的長劍,0,0,0,0,0,1
當一個神氣的船長,0,0,0,0,0,1
十四歲那年,0,0,0,0,0,1
哥倫布上船去學習航海的技術,0,0,0,0,0,1
他學會看航海圖,0,0,0,0,0,1
學會使用羅盤的方法,0,0,0,0,0,1
也懂得從波浪的大小,0,0,0,0,0,1
來判斷船行的速度,0,0,0,0,0,1
二十五歲時那年,0,0,0,0,0,1
就達成兒時的夢想,0,0,0,0,0,1
當上了船長,0,0,0,0,0,1
哥倫布從《東方見聞錄》這本書裡,0,0,0,0,0,1
知道東方有個盛產香料和寶石的國家,0,0,0,0,0,1
名字叫「中國」,0,0,0,0,0,1
哥倫布想：可以從陸地到中國,0,0,0,0,0,1
是不是也可以從海上航行到中國呢,0,0,0,0,0,1
哥倫布想做就去做,0,0,0,0,0,1
他做了周詳的計劃,0,0,0,0,0,1
完善的準備,0,0,0,0,0,1
率領三艘大船,0,0,0,0,0,1
在群眾熱烈的歡呼聲中,1,0,0,0,0,0
衝破晨霧,0,0,0,0,0,1
駛向那茫茫無際的未知世界,0,0,0,0,0,1
船在海上航行,0,0,0,0,0,1
有時在狂風大浪中前進,0,0,0,0,0,1
有時安靜的在海上移動,0,0,0,0,0,1
一路上,0,0,0,0,0,1
白天與黑夜不斷的交替著,0,0,0,0,0,1
但眼前依舊是一望無際的大海,0,0,0,0,0,1
所有的船員都不相信地球是圓的,0,0,0,0,0,1
上下起伏的波浪,0,0,0,0,0,1
就像船員的心情,0,0,0,0,0,1
這些水手對千篇一律的工作,0,0,0,0,0,1
越來越不耐煩,0,1,0,0,0,0
再加上遲遲看不到陸地,0,0,0,0,0,1
讓他們煩躁不安,0,1,0,0,0,0
有一天,0,0,0,0,0,1
船員在船上大喊：「陸地,0,0,0,0,0,1
我看到陸地了,0,0,0,0,0,1
」出海七十天後,0,0,0,0,0,1
終於橫越了大西洋,0,0,0,0,0,1
發現新大陸,0,0,0,0,0,1
他們雖然沒有到達中國,0,0,0,0,0,1
卻帶領歐洲探險的風潮,0,0,0,0,0,1
帶動了大航海時代的來臨,0,0,0,0,0,1
水果們的晚會窗外流動著寶石藍色的夜,0,0,0,0,0,1
屋子裡流進來牛乳一樣白的月光,0,0,0,0,0,1
水果店裡的鐘噹噹的敲過了十二下,0,0,0,0,0,1
美麗的水果們就都一起醒過來,0,0,0,0,0,1
請夜風指揮蟲兒們的樂隊來伴奏,0,0,0,0,0,1
這奇異的晚會就開場了,0,0,0,0,0,1
第一個是香蕉姑娘和鳳梨小姐的高山舞,0,0,0,0,0,1
跳起來裙子就飄呀飄的那麼長,0,0,0,0,0,1
緊接著是龍眼先生們來翻筋斗,0,0,0,0,0,1
一起一落的劈啪響,0,0,0,0,0,1
西瓜和甘蔗可真有趣,1,0,0,0,0,0
一隊胖來一隊瘦,0,0,0,0,0,1
怪模怪樣的演和唱,0,0,0,0,0,1
芒果和楊桃只會笑,1,0,0,0,0,0
不停的喊好,0,0,0,0,0,1
不停的鼓掌,0,0,0,0,0,1
鬧呀笑呀的真高興,1,0,0,0,0,0
最後是全體水果們的大合唱,0,0,0,0,0,1
他們唱醒了沉睡著的夜,0,0,0,0,0,1
他們唱醒了沉睡著的雲彩,0,0,0,0,0,1
也唱來了美麗的早晨,0,0,0,0,0,1
唱出了美麗的太陽,0,0,0,0,0,1
畢業生致謝詞校長、各位老師、各位家長、各位同學：　　今天是我們畢業的日子,0,0,0,0,0,1
非常感謝學校,0,0,0,0,0,1
為我們舉行簡單而隆重的畢業典禮,0,0,0,0,0,1
六年來,0,0,0,0,0,1
我們在學校的生活,0,0,0,0,0,1
可以用「幸福、快樂」來形容,1,0,0,0,0,0
學校就像一個溫馨的大家庭,0,0,0,0,0,1
老師是我們的長輩,0,0,0,0,0,1
同學是我們的姐妹兄弟,0,0,0,0,0,1
在學校得到的關心,0,0,0,0,0,1
跟在家裡沒有什麼兩樣,0,0,0,0,0,1
在學校六年,0,0,0,0,0,1
我們由無知變成了懂事,0,0,0,0,0,1
我們經過老師的指導,0,0,0,0,0,1
改掉生活上的壞習慣,0,0,0,0,0,1
學會做人的道理,0,0,0,0,0,1
經過老師的指導,0,0,0,0,0,1
我們從不識字,0,0,0,0,0,1
變成了可以自己閱讀,0,0,0,0,0,1
可以上台報告,0,0,0,0,0,1
在學校六年,0,0,0,0,0,1
同學們一起讀書,0,0,0,0,0,1
一起遊玩,0,0,0,0,0,1
遇到問題一起討論,0,0,0,0,0,1
我們情同手足,0,0,0,0,0,1
互相幫助,0,0,0,0,0,1
互相學習,0,0,0,0,0,1
如今我們就要分別了,0,0,0,0,0,1
心裡有說不出的難過,0,0,1,0,0,0
以後我們就不能再坐在教室,0,0,0,0,0,1
聽老師講解書本中的知識,0,0,0,0,0,1
接受老師的教導了,0,0,0,0,0,1
我知道,0,0,0,0,0,1
離開母校以後,0,0,0,0,0,1
我們要把老師過去的教導,0,0,0,0,0,1
謹記在心,0,0,0,0,0,1
以老師的教誨,0,0,0,0,0,1
陪伴我們繼續升學,0,0,0,0,0,1
陪伴我們長大成人,0,0,0,0,0,1
畢業了,0,0,0,0,0,1
同學也許像天上的浮雲,0,0,0,0,0,1
一陣風就吹散了,0,0,0,0,0,1
未來我們會有不同的命運,0,0,0,0,0,1
但是我們的情感,0,0,0,0,0,1
永遠是連在一起的,0,0,0,0,0,1
我們還是可以相互連絡,0,0,0,0,0,1
一起面對未來的困境,0,0,0,0,0,1
我們要收拾起因為畢業而分開的悲傷,0,0,1,0,0,0
而是要以真誠的心相互祝福,1,0,0,0,0,0
各位學弟、學妹,0,0,0,0,0,1
當我們要分手的這一刻,0,0,1,0,0,0
我想把老師平日的教誨和叮嚀,0,0,0,0,0,1
說出來跟你們分享,0,0,0,0,0,1
老師勸我們要多看書,0,0,0,0,0,1
讀書可以增長知識,0,0,0,0,0,1
要學習做人的道理,0,0,0,0,0,1
懂得做人,0,0,0,0,0,1
可以得到助力,0,0,0,0,0,1
與人和諧相處,0,0,0,0,0,1
最後,0,0,0,0,0,1
我代表畢業同學,0,0,0,0,0,1
祝福校長、各位老師、各位家長、各位學弟、學妹,0,0,0,0,0,1
身體健康,0,0,0,0,0,1
快樂幸福,1,0,0,0,0,0
堅持?給孩子的一封信親愛的孩子：你最近一直悶悶不樂,0,0,1,0,0,0
我想是因為你接到了報社退稿吧,0,0,0,0,0,1
今天晚餐時,0,0,0,0,0,1
看你低著頭,0,0,0,0,0,1
不想吃飯,0,0,0,0,0,1
爸爸忍不住說了你一句：「怎麼這點兒小事,0,0,0,0,0,1
就把你擊倒了,0,0,0,0,0,1
」你卻大聲的喊：「誰說是小事,0,0,0,0,0,1
這已經是我第二次被退稿了,0,0,0,0,0,1
我以後再也不要投稿,0,0,0,0,0,1
」說完,0,0,0,0,0,1
你就放下飯碗,0,0,0,0,0,1
躲進自己的房間,0,0,0,0,0,1
夜已經深了,0,0,0,0,0,1
望著你熟睡的臉,0,0,0,0,0,1
依稀還留著哭過的淚痕,0,0,1,0,0,0
媽媽忍不住要告訴你,0,0,0,0,0,1
爸爸、媽媽知道退稿給你的打擊很大,0,0,0,0,0,1
我們知道你多麼希望看到自己的作品,0,0,0,0,0,1
能在報紙上發表,0,0,0,0,0,1
人生不如意事十常八九,0,0,0,0,0,1
要知道海浪只有打在大岩石上,0,0,0,0,0,1
才會激起美麗的浪花,0,0,0,0,0,1
如果遇到困難就退縮不前,0,0,0,0,0,1
輕言放棄,0,0,0,0,0,1
那麼人生只怕不容易有成就,0,0,0,0,0,1
你知道貝多芬的故事嗎,0,0,0,0,0,1
他在二十多歲的時候,0,0,0,0,0,1
耳朵忽然出了毛病,0,0,0,0,0,1
常常聽不到聲音,0,0,0,0,0,1
這對於一個音樂家來說,0,0,0,0,0,1
簡直是宣判他音樂生命的死刑,0,0,0,0,0,1
但是貝多芬並沒有向命運低頭,0,0,0,0,0,1
堅持對音樂的狂熱,0,0,0,0,0,1
整日埋首於作曲當中,0,0,0,0,0,1
終於完成一首又一首精彩絕倫的樂曲,0,0,0,0,0,1
有些人遭遇困境,0,0,0,0,0,1
但是他們卻能堅持信念,0,0,0,0,0,1
不向命運低頭,0,0,0,0,0,1
孩子,0,0,0,0,0,1
媽媽多麼希望你能學習他們的堅強,0,0,0,0,0,1
不要被兩次的退稿輕易擊倒,0,0,0,0,0,1
你應該從失敗中吸取經驗,0,0,0,0,0,1
找出其中有待改進的地方,0,0,0,0,0,1
相信你的心願一定可以實現的,0,0,0,0,0,1
祝你心想事成媽媽 2010年10月25日,0,0,0,0,0,1
談敦親睦鄰所謂「敦親」,0,0,0,0,0,1
就是厚待自己的親人,0,0,0,0,0,1
華人最重視家庭倫理,0,0,0,0,0,1
父慈子孝,0,0,0,0,0,1
兄友弟恭,0,0,0,0,0,1
一家人和樂相處,1,0,0,0,0,0
不僅生活愉快,1,0,0,0,0,0
而且家庭也會興旺,0,0,0,0,0,1
所謂「睦鄰」,0,0,0,0,0,1
就是與鄰里和睦相處,0,0,0,0,0,1
俗話說：「遠親不如近鄰,0,0,0,0,0,1
」鄰居和好,0,0,0,0,0,1
所能得到的助力,0,0,0,0,0,1
遠勝過在遠方的親人,0,0,0,0,0,1
因為遠方的親人鞭長莫及,0,0,0,0,0,1
很難及時給予援手,0,0,0,0,0,1
這正說明了「睦鄰」的重要性,0,0,0,0,0,1
過去農業社會,0,0,0,0,0,1
大家都有敦親睦鄰的觀念,0,0,0,0,0,1
而今日,0,0,0,0,0,1
由於工商業發達,0,0,0,0,0,1
社會結構有了改變,0,0,0,0,0,1
大家過著不同的生活方式,0,0,0,0,0,1
許多人白天出門上班、上學,0,0,0,0,0,1
晚上回來,0,0,0,0,0,1
大門一關,0,0,0,0,0,1
過自己的日子,0,0,0,0,0,1
鄰居間很少往來,0,0,0,0,0,1
於是,0,0,0,0,0,1
人和人之間越來越冷漠,0,0,0,0,0,1
而「敦親睦鄰」的觀念,0,0,0,0,0,1
也就越來越淡薄了,0,0,0,0,0,1
如果我們在家裡對家人多關懷,0,0,0,0,0,1
在外對鄰居多付出,0,0,0,0,0,1
發揮患難與共的精神,0,0,0,0,0,1
那麼社會自然祥和安樂,1,0,0,0,0,0
國家自然興盛強大,0,0,0,0,0,1
我們只要與人和睦相處,0,0,0,0,0,1
就能時時得人幫助,0,0,0,0,0,1
事業自然能順利成功,1,0,0,0,0,0
所以從個人做起,0,0,0,0,0,1
處處關心別人,0,0,0,0,0,1
使家庭、社會成為一個充滿愛的世界,0,0,0,0,0,1
大自然會說話,0,0,0,0,0,1
你相信嗎,0,0,0,0,0,1
當你看到天空潔淨,0,0,0,0,0,1
白雲飄得高高時,0,0,0,0,0,1
它告訴你：「今天是晴天,0,0,0,0,0,1
你可以計畫去旅遊,0,0,0,0,0,1
」如果天空陰沉沉的,0,0,0,0,0,1
烏雲一片片的聚在一起,0,0,0,0,0,1
它就是通知你：「要下雨了,0,0,0,0,0,1
出門別忘了帶把傘,0,0,0,0,0,1
」當地上的螞蟻急急忙忙的搬家,0,0,0,0,0,1
從地上搬到樹上,0,0,0,0,0,1
它是換一個方式告訴你：「快要下雨了,0,0,0,0,0,1
」你看到樹枝長出紅色或綠色的新芽,0,0,0,0,0,1
或是池塘裡的青蛙,0,0,0,0,0,1
嘓嘓叫個不停時,0,0,0,0,0,1
它們就告訴你：「春天來了,0,0,0,0,0,1
」一圈圈的年輪,0,0,0,0,0,1
告訴你樹有多少年紀了,0,0,0,0,0,1
葉子從樹上飄下來,0,0,0,0,0,1
你就知道：「秋天來了,0,0,0,0,0,1
天氣轉涼了,0,0,0,0,0,1
要記得多穿幾件衣服,0,0,0,0,0,1
」大自然的語言處處都看得見,0,0,0,0,0,1
喜歡學習的人,1,0,0,0,0,0
認真觀察的人,0,0,0,0,0,1
隨時可以從大自然的變化中,0,0,0,0,0,1
學到知識,0,0,0,0,0,1
老虎與老鼠這是一個古老的印度寓言,0,0,0,0,0,1
有一天,0,0,0,0,0,1
一個住在深山裡的隱士,0,0,0,0,0,1
看見一隻老鼠很快的從他面前跑過,0,0,0,0,0,1
原來有一隻大老鷹從空中撲下來,0,0,0,0,0,1
要去捉那隻老鼠,0,0,0,0,0,1
隱士看了就把老鼠帶回自己茅屋裡,0,0,0,0,0,1
這時屋裡跑來了一隻貓,0,0,0,0,0,1
鬍子翹起來,0,0,0,0,0,1
尾巴舉得高高的,0,0,0,0,0,1
老鼠看到貓,0,0,0,0,0,1
驚嚇得躲了起來,0,0,0,0,1,0
隱士看老鼠可憐,0,0,0,0,0,1
就把老鼠變成了大貓,0,0,0,0,0,1
又有一天,0,0,0,0,0,1
來了一隻大黃狗,0,0,0,0,0,1
大貓看到黃狗,0,0,0,0,0,1
嚇得全身發抖,0,0,0,0,1,0
隱士很不忍心,0,0,0,0,0,1
又把大貓變成黃狗,0,0,0,0,0,1
過了幾天,0,0,0,0,0,1
黃狗在屋外晒太陽,0,0,0,0,0,1
這時來了一隻飢餓的老虎,0,0,0,0,0,1
大黃狗看到老虎,0,0,0,0,0,1
嚇得一動也不敢動,0,0,0,0,1,0
隱士看見了,0,0,0,0,0,1
又趕忙把大黃狗變成老虎,0,0,0,0,0,1
這才把飢餓的老虎嚇走,0,0,0,0,1,0
後來這隻老虎整天在森林裡欺侮小動物,0,0,0,0,0,1
隱士罵了老虎幾句,0,0,0,0,0,1
大老虎狠狠的瞪了隱士,0,0,0,0,0,1
好像要把隱士一口吞下去的樣子,0,0,0,0,0,1
隱士長長的嘆了一口氣,0,0,0,0,0,1
伸出手指頭向老虎一指,0,0,0,0,0,1
又把大老虎變成了原來的那隻小老鼠,0,0,0,0,0,1
告訴我每一次,0,0,0,0,0,1
遇到困難,0,0,0,0,0,1
我垂頭喪氣,0,0,1,0,0,0
朋友就會對我說：告訴我,0,0,0,0,0,1
你有什麼困難,0,0,0,0,0,1
讓我來幫助你,0,0,0,0,0,1
我一聽到這句話,0,0,0,0,0,1
就勇氣百倍,0,0,0,0,0,1
不再害怕失敗,0,0,0,0,0,1
不管困難有多大,0,0,0,0,0,1
我都必須勇往直前,0,0,0,0,0,1
每一次,0,0,0,0,0,1
朋友有了困難,0,0,0,0,0,1
我一定陪伴在他身旁,0,0,0,0,0,1
拍拍他的肩膀說：告訴我,0,0,0,0,0,1
你有什麼困難,0,0,0,0,0,1
讓他信心滿滿,0,0,0,0,0,1
度過每一個難關,0,0,0,0,0,1
「有困難,0,0,0,0,0,1
請告訴我」這句話,0,0,0,0,0,1
使我認識互助的力量,0,0,0,0,0,1
朋友的可貴,0,0,0,0,0,1
海底世界神祕的大海底下,0,0,0,0,0,1
有一個彩色的世界,0,0,0,0,0,1
那裡雖然有些幽暗,0,0,0,0,0,1
卻是一個美麗的博物館,0,0,0,0,0,1
綠色海藻的旁邊,0,0,0,0,0,1
有紫色的海草,0,0,0,0,0,1
紅色珊瑚的附近,0,0,0,0,0,1
有張開的海葵,0,0,0,0,0,1
像遊客來來往往,0,0,0,0,0,1
是一群群的彩魚,0,0,0,0,0,1
大海底下雖然平靜,0,0,0,0,0,1
但是時常出現怪客,0,0,0,0,0,1
小丑魚把海葵當作自己的家,0,0,0,0,0,1
燈籠魚日夜不分,0,0,0,0,0,1
出門都帶著燈籠,0,0,0,0,0,1
獅子魚不像獅子,0,0,0,0,0,1
卻像一隻花蝴蝶,0,0,0,0,0,1
神祕的大海底下,0,0,0,0,0,1
真是一個奇妙的世界,0,0,0,0,0,1
清明節清明節早上,0,0,0,0,0,1
天上飄著小雨,0,0,0,0,0,1
我們一家人和姑姑、 小叔叔的家人,0,0,0,0,0,1
一起去掃墓,0,0,0,0,0,1
到了墓園,0,0,0,0,0,1
媽媽和姑姑趕忙拿出鮮花、 水果等祭品,0,0,0,0,0,1
爸爸和小叔叔拿著剪刀修剪花木,0,0,0,0,0,1
我和表姐跟在一旁撿樹枝、 掃落葉,0,0,0,0,0,1
只有小堂弟最頑皮,0,0,0,0,0,1
一邊拔草,0,0,0,0,0,1
一邊玩泥土,0,0,0,0,0,1
最後抹了一臉的泥,0,0,0,0,0,1
讓嬸嬸看了又好笑又好氣,1,1,0,0,0,0
我們把墓園打掃乾淨,0,0,0,0,0,1
擺好祭品,0,0,0,0,0,1
爸爸舉起香,0,0,0,0,0,1
輕聲說：「爸、媽,0,0,0,0,0,1
我們都來看您們,0,0,0,0,0,1
您看,0,0,0,0,0,1
孩子們慢慢長大了,0,0,0,0,0,1
」接著大家依長幼順序,0,0,0,0,0,1
很恭敬的在爺爺、 奶奶的墓前鞠躬,0,0,0,0,0,1
我和表姐、 堂弟坐在墓前,0,0,0,0,0,1
聽大人談著爺爺、 奶奶生前的故事,0,0,0,0,0,1
好像和爺爺、 奶奶親近了許多,0,0,0,0,0,1
小雨不知道什麼時候停的,0,0,0,0,0,1
抬眼一望,0,0,0,0,0,1
遠山青翠的綠色,0,0,0,0,0,1
被春雨洗得更鮮明,0,0,0,0,0,1
我們這個大家族,0,0,0,0,0,1
就這樣團聚在綠色的春天裡了,0,0,0,0,0,1
狐假虎威老虎是森林裡最凶猛的動物,0,0,0,0,0,1
他一向是拿其他的動物當餐點的,0,0,0,0,0,1
有一回,0,0,0,0,0,1
他肚子餓了,0,0,0,0,0,1
跑到森林裡找食物,0,0,0,0,0,1
很快的就捉到了一隻狐狸,0,0,0,0,0,1
正當老虎張開嘴巴想一口吞掉狐狸時,0,0,0,0,0,1
狐狸大喝一聲：「好大的膽子,0,0,0,0,0,1
你敢吃我,0,0,0,0,0,1
」老虎聽到狐狸的聲音嚇了一跳,0,0,0,0,1,0
狐狸說：「天帝派我來當森林之王,0,0,0,0,0,1
你吃了我,0,0,0,0,0,1
就是不聽天帝的話,0,0,0,0,0,1
你會被處死的,0,0,0,0,0,1
」老虎聽了更加不敢動手了,0,0,0,0,0,1
狐狸看老虎不敢吃他,0,0,0,0,0,1
就說：「看你呆頭呆腦的,0,0,0,0,0,1
什麼也不懂,0,0,0,0,0,1
你一定以為我在騙你是嗎,0,0,0,0,0,1
