一 自然數的開始，」大寫作「壹」，阿拉伯數字作「1」，姓，如明代有一炫宗，二一四部首之一，單個，相同、一致，專注的，全、滿、整，每、各，一次，另外的，統一，才、剛剛，偶然，表示加強的動作或突然的現象，概括，每每、每逢，放在二疊字動詞之間，表行為是不費力或嘗試性的，事物的某方面，竟、乃，表示事出意外，皆，表示程度，加強語氣，或，（「一」字單用或在一詞一句的末尾，念陰平聲；在去聲字前，念陽平聲；在陰平、  陽平、上聲之前，念去聲，)，一
一一 逐一、一個接一個，逐一，，一一
文獻 本指典籍和熟知文化掌故的賢人，文獻不足故也，獻，賢也，」後專指具歷史價值的典籍資料，，文獻
文章 斑斕美麗的花紋，德行事功、禮樂法度，文辭或泛指獨立成篇的文字，曲折隱微的含義，，文章
文藝 撰述、寫作之事，文學與藝術的合稱，包括文學、美術、音樂、建築等，，文藝
斜 不正、傾側，非水平或垂直方向的移動，地名用字，常用於地勢傾斜的地方，終南山的山谷，在今大陸地區陝西省褒城縣東北，(一)之又音，，斜
斤 一種砍樹用的器具，量詞，計算重量的單位，公制一公斤等於一千公克；一臺斤等於零點六公斤；一市斤等於零點五公斤，二一四部首之一，，斤
斧頭 砍伐樹木、劈削木材的用具，，斧頭
斯文 禮樂制度教化，儒士，人的舉止文雅有禮，，斯文
新 沒有使用過的，與「舊」相對，剛開始的、始出現的，泛指一切新的人、事、物、知識等，剛收成的農作物，朝代名，參見「新莽」條，大陸地區新疆省的簡稱，姓，如春秋時晉國有新穆子，改進或使改變，而成為新的、好的，不久前、剛才，，新
新娘 初嫁的女子，新婦，侍妾，，新娘
新年 一年的開始，，新年
新式 新興的式樣，新潮、時髦，，新式
新手 初次從事某種工作的人，，新手
新潮 剛漲起的潮水，比喻思想或行為走在時代尖端，，新潮
新生 剛出現或剛出生，棄舊重生，更生,重生,再生,再造，充滿新契機的生命或生活，剛入學的學生，，新生
新穎 新奇別緻，新奇,新鮮，新抽出的禾穗或芽，，新穎
新聞 報社、廣播電臺、電視臺等，對任何足以引起民眾興趣或造成影響力的事件，所作的最新而及時的報導，其形式包括消息、通訊稿、特寫、調查報告、圖片等，新近聽說的事，指社會上最近發生的事情，新知識，，新聞
新興 剛剛興起、正在流行，新的興趣、興致，，新興
新郎 新婚的男子，，新郎
新鮮 鮮潔不陳腐，新奇、罕見，別致,新奇  3.新穎,簇新，新穎、嶄新，，新鮮
斷 截開，隔絕、不延續，戒除，決定、判定，絕對的，，斷
斷絕 隔斷，圮絕,屏絕,拒絕,決絕，，斷絕
方 四個角都是九十度的四邊形，區域，古代稱地為「方」，位置、地位的一邊或一面，法子、辦法，治病的藥單、配藥的單子，數學上的乘方，量詞，計算方形物品的單位，相當於「塊」、「個」，姓，如明代有方孝孺， 二一四部首之一，方形的，如 :「方桌」、「方陣」，某一地的，正直，才、始，正、適，將，當、在，，方
方位 各方向的位置，如東、南、西、北四方向為基本方位，，方位
方便 便利，便當,便利，便利於人的事，上廁所，，方便
方向 東南西北上下等區別，面對的方位，目標，情勢，，方向
方向盤 操縱行駛方向的輪狀裝置，控制的樞紐，，方向盤
方式 完成某事的一定順序、形式，辦法﹑方法﹑格式﹑形式，，方式
方案 計畫，公文格式之一，用於擬訂階段性施政方針的具體工作項目，往往涉及跨部會的業務，，方案
方正 嚴正不偏，漢代選舉科目名，，方正
方法 為達到某種目的所行的方式和步驟，辦法﹑門徑﹑法子﹑方法﹑手段﹑手腕﹑措施,要領，，方法
方針 計畫進行的一定趨向，計畫,宗旨，，方針
方面 事物的某一部分，方向，獨當一面的職務，後稱封疆大吏為「方面」，，方面
於 在，給，向，對，到、至，從、由，被，置於動詞之後，表示被動，為、為了，比，置於形容詞之後，表示比較， 和、與、跟，與、和，表示並列，依靠，位於句首的語氣詞，無義，姓，如宋代有於清言，「烏」的本字，表示感嘆、讚美的語氣，，於
於是 表承上啟下的連詞，於是不能支持，一頭跌倒，於是喊店家拿盞燈來，」也作「于是」、「於是乎」，因此,於是乎，，於是
施工 進行工程，，施工
施肥 給植物灑放肥料，，施肥
施行 法令公布後，經過一定期間而見諸實施，即使法令發生效力，執行、實踐，推行，，施行
旁 側、邊，輔佐、幫助，漢字的偏旁，姓，如秦末有旁君，側面的，別的、其他的，歧出的，不正的、偏邪的，邊側的，表方位，廣泛、普遍的，依靠、臨近，，旁
旁人 局外人，沒有關係而不相干的人，，旁人
旁聽 聽入其他聲音，在會議或法庭，列席聽講而沒有發言權，稱為「旁聽」，非正式學生而隨班聽課，，旁聽
旁邊 近側，左右，，旁邊
旅客 旅行的人，搭客,乘客，，旅客
旅行 結伴而行，泛稱作客出行，如「蜜月旅行」、「環島旅行」，觀光，，旅行
旅行社 專門代客辦理各種旅行業務的公司行號，，旅行社
旅費 泛指旅行時所需支出的費用，主要有交通、住宿、飲食等數項，盤費,川資,水腳，，旅費
旅途 旅行途中，過程，，旅途
旅遊 旅行遊覽，，旅遊
旅館 以營業的方式，提供旅客臨時休息、住宿的地方，客棧,酒店,棧房，，旅館
旋律 若干長短、強弱不同的樂音依節奏上的一定組織關係連續奏出，稱為「旋律」，旋律是音樂的基本要素，可以表現出音樂的內容、風格、體裁，音律，，旋律
旋轉 轉動，迴旋　2.扭轉,挽回，扭轉、改變，暈眩，，旋轉
旗子 一種具有識別或指揮作用的標幟，大多用布、紙等質料製成，可掛在桿子或牆壁上，旗幟，名義、藉口，，旗子
旗幟 旗可作為標幟，故泛稱旌旗為「旗幟」，」也作「旗志」，旌旗,旗子，，旗幟
旗袍 原指滿族婦女所穿的袍服，現通稱女子所穿，仿照清代旗人袍服式樣改製而成的服裝為「旗袍」，，旗袍
既 已經，盡、全部，不久，已經、既然，表前後情況有連帶關係，常與「就」或「則」連用，表示並列的連接詞，與「且」、「又」、「也」等詞連用，姓，如漢代有既良，，既
既然 已經如此，連詞，多用在上半句的句首，表示前提，後再加以推論，」也作「既是」，，既然
日 太陽，白天，與「夜」相對，地球自轉一周所需的時間，每天，特定的一日，季節，光陰，量詞，計算時間的單位，一日有二十四小時，從前、往昔， 日本的簡稱， 二一四部首之一，人名用字，如漢代有金日磾，，日
日光燈 照明用具，燈管內有螢光粉，可射出柔和的光線，，日光燈
日出 凌晨太陽昇起，，日出
日子 太陽之子，時間、光陰，時候、期間，日期，指特定的某日，生活，，日子
日常 平日，通常，太陽永存，，日常
日後 以後、將來，，日後
日期 發生某事的確定日子或時期，，日期
日本 國名，位於亞洲東部太平洋與日本海之間，由本州、四國、九州、北海道等四個大島及附近小島所組成，面積三十七萬八千平方公里，人口約一億二千一百五十萬人，首都為東京（Tokyo)，人民信仰日本神道教、道教、佛教，主要語言為日本語，為君主立憲的國家，漁產豐富，海運便利，是亞洲最大的工業國家，幣制為 Yen，，日本
日用品 日常生活所需用的物品，如肥皂、牙膏、衛生紙等，，日用品
日益 日漸增加，，日益
日程 一天能達到的路程，按日排定的工作程序，，日程
日記 每日的生活記錄，日志,日誌，，日記
早 天剛亮的時候，參見「早安」條，姓，如晉代有早衍，晨間的，較原時間提前的，未到預定時間的，不晚，初時的、先時的，事情的發生離現在已有一段時間，已經，還未到適當時間的，到達某一程度還有段距離的，，早
早上 早晨，，早上
早已 早就已經，，早已
早日 時日提早，從前，，早日
早晚 早晨與晚間，旦夕,晨夕,日夕,夙夜　2.遲早，遲早，何時，時候，早晚之間，表示即刻，，早晚
早晨 清晨、天明之際，清早,朝晨，，早晨
早點 早晨食用的餐點，如牛奶、麵包、燒餅、油條等，快點，，早點
旺季 商品銷售旺盛或物產盛產的季節，，旺季
旺盛 興旺、熾熱、高漲，茂盛,興隆,興盛,興旺，，旺盛
昂貴 價格很高，，昂貴
昆蟲 蟲類的總稱，，昆蟲
昌盛 昌明興盛，興盛,興旺,昌隆，，昌盛
明亮 光亮、光線充足，明朗,光明,光亮,敞亮，發亮，明白清楚，清晰響亮，，明亮
明信片 一種專供書寫文字，不必封函，即可交郵局寄遞的郵件，其正面為信封的格式，反面具有信箋的作用，優點是省貼郵票和不用信封，缺點是篇幅小而無隱密性，，明信片
明天 今天的下一天，」也作「明日」，來日  1.誥日﹑翌日，不遠的未來，，明天
明年 今年的下一年，來歲，，明年
明日 次日，今日弔，或者不可乎，』」也作「明天」，旦日﹑昭質，，明日
明明 明察至極，明舉賢才，黽勉，努力，明顯，顯然，分明﹑顯明，，明明
明星 明亮的星，比喻傑出的人物，金星的別名，參見「金星」條，，明星
明智 有智識、有遠見，，明智
明理 通達事理，懂道理，，明理
明白 清晰、清楚、明確，清楚，聰明、不糊塗，了解、知道，清醒，，明白
明確 明白確實，明晰,昭著，，明確
明顯 明白顯露，較著﹑鮮明﹑顯明﹑顯著﹑顯然﹑昭彰﹑昭著，，明顯
昏 傍晚，日暮的時候，婚姻，暗，光線不明，不明、不清楚，神志不清的，不明事理的，喪失知覺，迷惑，，昏
昏倒 失去意識而癱倒，昏迷,暈厥，，昏倒
昏暗 陰暗不明，幽暗,陰暗，，昏暗
昏迷 思緒昏亂迷惘，愚昧不明事理，沉迷，失去知覺、意識，昏倒,昏厥,暈厥，，昏迷
易 簡單、不困難，平和、和藹，交換，改變，輕視、輕慢，治理，《易經》的簡稱，姓，如春秋時代齊國有易牙，，易
昔日 往日，舊日,從前,往時,往日，，昔日
星光 星的光芒，，星光
星座 天文學上為便於表示恆星的位置，將星空劃分為若干區域，稱為「星座」，現今國際上分為八十八個星座，每個星座皆以人或物等名稱命名，，星座
星星 頭髮花白的樣子，形容零星細小，泛稱夜空中發光的星體，，星星
星期 我國古代曆法與西洋曆法，皆以七天為一週，故以連續的七天做為計日名稱，稱為「星期」，量詞，計算時間的單位，七天為一星期，七夕，婚期，」，星期
星期天 一星期的第一天，通常訂為休息日，，星期天
星期日 一星期的第一日，通常訂為休息日，，星期日
星辰 星的通稱，，星辰
春 四季之首，自立春至立夏間，陰曆是正月、二月、三月，陽曆是三月、四月、五月，年、歲，生機，男女間相慕悅的情感，春色、喜色，東方，春，酒名，是春釀冬熟的酒，春日的，，春
春假 學校在春季所放的假，通常在三月底四月初，，春假
春天 春季，四季之首，比喻最美好、光明、璀璨的日子，，春天
春季 一年中介於冬、夏之間的季節，此時氣候逐漸溫和，北半球定為從春分到夏至的時期，我國的春季從立春到立夏凡三個月，相當於國曆的二、三、四月，，春季
春節 傳統節慶之一，舊時指立春，民國以來指農曆正月初一，，春節
昨天 前一日，，昨天
是 對、正確，事情，姓，如唐代有是光，贊成、稱讚，表示肯定判斷的話，表示存在的事實，對命令的應答之詞，這，指示形容詞，此，指示代名詞，於是，表示前後相關，用於句中，使賓語提前，，是
是否 對或錯，對不對、是不是，表示然否的疑問副詞，，是否
是非 事理的對與錯，泛稱口舌的爭論，短長,詬誶,口角，，是非
時 季節，將一天依十二地支順序，所分成的時段，共有十二個時辰，簡稱為「時」，一日的二十四分之一，一時有六十分，量詞，計算時間的單位，一時為六十分，年代，較長的一段時間，現在或過去的某一時候，規定的時刻，歲月、光陰，機會， 姓，如明代有時大彬，因時制宜的、能變通的，當前的、現在的，經常、常常，偶爾，，時
